z [nm]	Overall	L		1	2	3	4		M		1	2	3	4	5	6	7	8	9		H		1	2	3	4		Solvent
3.62E+01	2.17E-07	3.39E-24	[	1.29E-67	1.06E-48	4.78E-30	3.39E-24	]	3.65E-09	[	4.32E-88	1.26E-54	1.97E-22	1.01E-18	8.72E-13	7.99E-11	3.19E-10	1.23E-09	2.02E-09	]	2.13E-07	[	4.69E-82	3.97E-50	8.59E-13	2.13E-07	]	1.00E+00
3.63E+01	1.99E-07	2.39E-24	[	5.55E-68	5.47E-49	3.09E-30	2.39E-24	]	3.26E-09	[	1.62E-88	6.01E-55	1.40E-22	7.59E-19	7.29E-13	6.91E-11	2.81E-10	1.09E-09	1.81E-09	]	1.96E-07	[	1.83E-82	2.01E-50	7.25E-13	1.96E-07	]	1.00E+00
3.64E+01	1.83E-07	1.69E-24	[	2.39E-68	2.81E-49	2.00E-30	1.69E-24	]	2.90E-09	[	6.05E-89	2.87E-55	9.97E-23	5.72E-19	6.08E-13	5.98E-11	2.47E-10	9.73E-10	1.62E-09	]	1.80E-07	[	7.11E-83	1.02E-50	6.11E-13	1.80E-07	]	1.00E+00
3.65E+01	1.69E-07	1.19E-24	[	1.03E-68	1.45E-49	1.29E-30	1.19E-24	]	2.59E-09	[	2.26E-89	1.37E-55	7.08E-23	4.30E-19	5.07E-13	5.17E-11	2.17E-10	8.65E-10	1.45E-09	]	1.66E-07	[	2.76E-83	5.16E-51	5.15E-13	1.66E-07	]	1.00E+00
3.66E+01	1.55E-07	8.35E-25	[	4.42E-69	7.41E-50	8.35E-31	8.35E-25	]	2.30E-09	[	8.44E-90	6.52E-56	5.02E-23	3.24E-19	4.23E-13	4.47E-11	1.90E-10	7.68E-10	1.30E-09	]	1.53E-07	[	1.07E-83	2.60E-51	4.34E-13	1.53E-07	]	1.00E+00
3.67E+01	1.43E-07	5.87E-25	[	1.90E-69	3.80E-50	5.38E-31	5.87E-25	]	2.05E-09	[	3.15E-90	3.10E-56	3.55E-23	2.43E-19	3.52E-13	3.86E-11	1.67E-10	6.82E-10	1.16E-09	]	1.40E-07	[	4.16E-84	1.31E-51	3.65E-13	1.40E-07	]	1.00E+00
3.68E+01	1.31E-07	4.12E-25	[	8.15E-70	1.94E-50	3.46E-31	4.12E-25	]	1.82E-09	[	1.17E-90	1.47E-56	2.51E-23	1.83E-19	2.93E-13	3.33E-11	1.46E-10	6.05E-10	1.04E-09	]	1.29E-07	[	1.61E-84	6.61E-52	3.07E-13	1.29E-07	]	1.00E+00
3.70E+01	1.20E-07	2.89E-25	[	3.49E-70	9.92E-51	2.23E-31	2.89E-25	]	1.62E-09	[	4.38E-91	6.99E-57	1.78E-23	1.37E-19	2.44E-13	2.88E-11	1.28E-10	5.36E-10	9.30E-10	]	1.19E-07	[	6.25E-85	3.32E-52	2.59E-13	1.19E-07	]	1.00E+00
3.71E+01	1.10E-07	2.02E-25	[	1.50E-70	5.06E-51	1.43E-31	2.02E-25	]	1.44E-09	[	1.63E-91	3.31E-57	1.25E-23	1.03E-19	2.02E-13	2.48E-11	1.12E-10	4.75E-10	8.31E-10	]	1.09E-07	[	2.42E-85	1.67E-52	2.17E-13	1.09E-07	]	1.00E+00
3.72E+01	1.01E-07	1.41E-25	[	6.39E-71	2.58E-51	9.18E-32	1.41E-25	]	1.28E-09	[	6.06E-92	1.57E-57	8.83E-24	7.68E-20	1.68E-13	2.14E-11	9.84E-11	4.21E-10	7.42E-10	]	1.00E-07	[	9.35E-86	8.35E-53	1.83E-13	1.00E-07	]	1.00E+00
3.73E+01	9.31E-08	9.89E-26	[	2.73E-71	1.31E-51	5.88E-32	9.89E-26	]	1.14E-09	[	2.25E-92	7.40E-58	6.22E-24	5.74E-20	1.40E-13	1.84E-11	8.61E-11	3.73E-10	6.62E-10	]	9.20E-08	[	3.61E-86	4.18E-53	1.53E-13	9.20E-08	]	1.00E+00
3.74E+01	8.54E-08	6.90E-26	[	1.16E-71	6.66E-52	3.76E-32	6.90E-26	]	1.01E-09	[	8.37E-93	3.49E-58	4.37E-24	4.29E-20	1.16E-13	1.59E-11	7.53E-11	3.30E-10	5.91E-10	]	8.44E-08	[	1.39E-86	2.09E-53	1.29E-13	8.44E-08	]	1.00E+00
3.75E+01	7.84E-08	4.81E-26	[	4.96E-72	3.38E-52	2.40E-32	4.81E-26	]	8.98E-10	[	3.11E-93	1.65E-58	3.07E-24	3.20E-20	9.59E-14	1.36E-11	6.58E-11	2.92E-10	5.27E-10	]	7.75E-08	[	5.37E-87	1.04E-53	1.08E-13	7.75E-08	]	1.00E+00
3.76E+01	7.19E-08	3.35E-26	[	2.11E-72	1.71E-52	1.53E-32	3.35E-26	]	7.97E-10	[	1.15E-93	7.74E-59	2.16E-24	2.39E-20	7.95E-14	1.17E-11	5.75E-11	2.58E-10	4.70E-10	]	7.11E-08	[	2.07E-87	5.20E-54	9.03E-14	7.11E-08	]	1.00E+00
3.77E+01	6.59E-08	2.33E-26	[	8.98E-73	8.66E-53	9.78E-33	2.33E-26	]	7.07E-10	[	4.27E-94	3.64E-59	1.51E-24	1.78E-20	6.58E-14	1.01E-11	5.02E-11	2.28E-10	4.18E-10	]	6.52E-08	[	7.96E-88	2.59E-54	7.56E-14	6.52E-08	]	1.00E+00
3.79E+01	6.04E-08	1.62E-26	[	3.82E-73	4.38E-53	6.23E-33	1.62E-26	]	6.27E-10	[	1.58E-94	1.71E-59	1.06E-24	1.32E-20	5.44E-14	8.66E-12	4.38E-11	2.02E-10	3.73E-10	]	5.98E-08	[	3.06E-88	1.29E-54	6.33E-14	5.98E-08	]	1.00E+00
3.80E+01	5.54E-08	1.12E-26	[	1.62E-73	2.21E-53	3.96E-33	1.12E-26	]	5.55E-10	[	5.85E-95	8.00E-60	7.41E-25	9.83E-21	4.50E-14	7.44E-12	3.82E-11	1.78E-10	3.32E-10	]	5.48E-08	[	1.18E-88	6.38E-55	5.29E-14	5.48E-08	]	1.00E+00
3.81E+01	5.07E-08	7.80E-27	[	6.86E-74	1.11E-53	2.51E-33	7.80E-27	]	4.92E-10	[	2.16E-95	3.75E-60	5.18E-25	7.30E-21	3.71E-14	6.38E-12	3.33E-11	1.57E-10	2.95E-10	]	5.02E-08	[	4.51E-89	3.16E-55	4.42E-14	5.02E-08	]	1.00E+00
3.82E+01	4.65E-08	5.40E-27	[	2.90E-74	5.60E-54	1.59E-33	5.40E-27	]	4.36E-10	[	7.98E-96	1.75E-60	3.61E-25	5.41E-21	3.07E-14	5.47E-12	2.90E-11	1.39E-10	2.62E-10	]	4.60E-08	[	1.73E-89	1.57E-55	3.70E-14	4.60E-08	]	1.00E+00
3.83E+01	4.25E-08	3.74E-27	[	1.23E-74	2.82E-54	1.01E-33	3.74E-27	]	3.86E-10	[	2.95E-96	8.18E-61	2.52E-25	4.01E-21	2.53E-14	4.69E-12	2.53E-11	1.22E-10	2.33E-10	]	4.21E-08	[	6.62E-90	7.74E-56	3.09E-14	4.21E-08	]	1.00E+00
3.84E+01	3.89E-08	2.58E-27	[	5.19E-75	1.41E-54	6.39E-34	2.58E-27	]	3.41E-10	[	1.09E-96	3.81E-61	1.75E-25	2.97E-21	2.08E-14	4.02E-12	2.20E-11	1.08E-10	2.07E-10	]	3.86E-08	[	2.53E-90	3.82E-56	2.57E-14	3.86E-08	]	1.00E+00
3.85E+01	3.56E-08	1.78E-27	[	2.19E-75	7.09E-55	4.04E-34	1.78E-27	]	3.02E-10	[	4.01E-97	1.78E-61	1.22E-25	2.20E-21	1.72E-14	3.44E-12	1.92E-11	9.48E-11	1.84E-10	]	3.53E-08	[	9.69E-91	1.88E-56	2.15E-14	3.53E-08	]	1.00E+00
3.87E+01	3.26E-08	1.23E-27	[	9.23E-76	3.55E-55	2.55E-34	1.23E-27	]	2.67E-10	[	1.48E-97	8.26E-62	8.48E-26	1.62E-21	1.41E-14	2.94E-12	1.67E-11	8.35E-11	1.63E-10	]	3.23E-08	[	3.70E-91	9.26E-57	1.79E-14	3.23E-08	]	1.00E+00
3.88E+01	2.98E-08	8.47E-28	[	3.89E-76	1.77E-55	1.61E-34	8.47E-28	]	2.36E-10	[	5.43E-98	3.84E-62	5.88E-26	1.20E-21	1.16E-14	2.52E-12	1.45E-11	7.35E-11	1.45E-10	]	2.96E-08	[	1.41E-91	4.55E-57	1.49E-14	2.96E-08	]	1.00E+00
3.89E+01	2.73E-08	5.83E-28	[	1.64E-76	8.86E-56	1.01E-34	5.83E-28	]	2.08E-10	[	2.00E-98	1.78E-62	4.08E-26	8.84E-22	9.56E-15	2.15E-12	1.26E-11	6.46E-11	1.29E-10	]	2.71E-08	[	5.39E-92	2.23E-57	1.24E-14	2.71E-08	]	1.00E+00
3.90E+01	2.49E-08	4.00E-28	[	6.87E-77	4.42E-56	6.37E-35	4.00E-28	]	1.84E-10	[	7.34E-99	8.24E-63	2.82E-26	6.51E-22	7.85E-15	1.84E-12	1.09E-11	5.68E-11	1.14E-10	]	2.47E-08	[	2.05E-92	1.10E-57	1.03E-14	2.47E-08	]	1.00E+00
3.91E+01	2.28E-08	2.75E-28	[	2.89E-77	2.20E-56	4.00E-35	2.75E-28	]	1.62E-10	[	2.69E-99	3.81E-63	1.95E-26	4.79E-22	6.45E-15	1.57E-12	9.47E-12	4.99E-11	1.01E-10	]	2.26E-08	[	7.81E-93	5.36E-58	8.57E-15	2.26E-08	]	1.00E+00
3.92E+01	2.08E-08	1.89E-28	[	1.21E-77	1.09E-56	2.51E-35	1.89E-28	]	1.43E-10	[	9.89E-100	1.76E-63	1.35E-26	3.53E-22	5.29E-15	1.34E-12	8.21E-12	4.39E-11	8.95E-11	]	2.07E-08	[	2.97E-93	2.62E-58	7.12E-15	2.07E-08	]	1.00E+00
3.93E+01	1.90E-08	1.29E-28	[	5.07E-78	5.44E-57	1.57E-35	1.29E-28	]	1.26E-10	[	3.62E-100	8.13E-64	9.31E-27	2.59E-22	4.34E-15	1.14E-12	7.12E-12	3.85E-11	7.93E-11	]	1.89E-08	[	1.13E-93	1.28E-58	5.91E-15	1.89E-08	]	1.00E+00
3.94E+01	1.74E-08	8.84E-29	[	2.12E-78	2.70E-57	9.85E-36	8.84E-29	]	1.11E-10	[	1.33E-100	3.75E-64	6.42E-27	1.90E-22	3.55E-15	9.72E-13	6.16E-12	3.38E-11	7.01E-11	]	1.72E-08	[	4.29E-94	6.23E-59	4.90E-15	1.72E-08	]	1.00E+00
3.96E+01	1.58E-08	6.04E-29	[	8.87E-79	1.34E-57	6.16E-36	6.04E-29	]	9.78E-11	[	4.86E-101	1.72E-64	4.42E-27	1.39E-22	2.91E-15	8.28E-13	5.34E-12	2.96E-11	6.20E-11	]	1.57E-08	[	1.63E-94	3.03E-59	4.07E-15	1.57E-08	]	1.00E+00
3.97E+01	1.45E-08	4.13E-29	[	3.71E-79	6.62E-58	3.84E-36	4.13E-29	]	8.62E-11	[	1.78E-101	7.93E-65	3.04E-27	1.02E-22	2.38E-15	7.05E-13	4.62E-12	2.60E-11	5.49E-11	]	1.44E-08	[	6.16E-95	1.48E-59	3.37E-15	1.44E-08	]	1.00E+00
3.98E+01	1.32E-08	2.82E-29	[	1.55E-79	3.27E-58	2.40E-36	2.82E-29	]	7.58E-11	[	6.50E-102	3.64E-65	2.09E-27	7.46E-23	1.94E-15	6.00E-13	4.00E-12	2.28E-11	4.85E-11	]	1.31E-08	[	2.33E-95	7.16E-60	2.79E-15	1.31E-08	]	1.00E+00
3.99E+01	1.20E-08	1.92E-29	[	6.44E-80	1.62E-58	1.49E-36	1.92E-29	]	6.67E-11	[	2.37E-102	1.67E-65	1.43E-27	5.45E-23	1.59E-15	5.10E-13	3.45E-12	1.99E-11	4.28E-11	]	1.20E-08	[	8.82E-96	3.47E-60	2.31E-15	1.20E-08	]	1.00E+00
4.00E+01	1.10E-08	1.31E-29	[	2.68E-80	7.97E-59	9.30E-37	1.31E-29	]	5.87E-11	[	8.66E-103	7.64E-66	9.83E-28	3.98E-23	1.30E-15	4.33E-13	2.98E-12	1.74E-11	3.78E-11	]	1.09E-08	[	3.33E-96	1.68E-60	1.91E-15	1.09E-08	]	1.00E+00
4.01E+01	1.00E-08	8.88E-30	[	1.12E-80	3.93E-59	5.78E-37	8.88E-30	]	5.16E-11	[	3.16E-103	3.49E-66	6.73E-28	2.90E-23	1.06E-15	3.68E-13	2.58E-12	1.53E-11	3.34E-11	]	9.95E-09	[	1.26E-96	8.12E-61	1.58E-15	9.95E-09	]	1.00E+00
4.02E+01	9.12E-09	6.04E-30	[	4.64E-81	1.93E-59	3.59E-37	6.04E-30	]	4.53E-11	[	1.15E-103	1.60E-66	4.60E-28	2.12E-23	8.62E-16	3.13E-13	2.22E-12	1.33E-11	2.94E-11	]	9.07E-09	[	4.75E-97	3.92E-61	1.30E-15	9.07E-09	]	1.00E+00
4.04E+01	8.31E-09	4.10E-30	[	1.93E-81	9.49E-60	2.22E-37	4.10E-30	]	3.98E-11	[	4.19E-104	7.28E-67	3.14E-28	1.54E-23	7.02E-16	2.65E-13	1.92E-12	1.17E-11	2.60E-11	]	8.27E-09	[	1.79E-97	1.89E-61	1.07E-15	8.27E-09	]	1.00E+00
4.05E+01	7.57E-09	2.78E-30	[	7.99E-82	4.65E-60	1.38E-37	2.78E-30	]	3.49E-11	[	1.52E-104	3.32E-67	2.14E-28	1.12E-23	5.72E-16	2.25E-13	1.65E-12	1.02E-11	2.29E-11	]	7.53E-09	[	6.74E-98	9.10E-62	8.86E-16	7.53E-09	]	1.00E+00
4.06E+01	6.89E-09	1.88E-30	[	3.31E-82	2.28E-60	8.52E-38	1.88E-30	]	3.07E-11	[	5.54E-105	1.51E-67	1.46E-28	8.13E-24	4.65E-16	1.91E-13	1.43E-12	8.90E-12	2.01E-11	]	6.86E-09	[	2.54E-98	4.38E-62	7.30E-16	6.86E-09	]	1.00E+00
4.07E+01	6.27E-09	1.27E-30	[	1.37E-82	1.12E-60	5.26E-38	1.27E-30	]	2.69E-11	[	2.01E-105	6.86E-68	9.94E-29	5.90E-24	3.78E-16	1.61E-13	1.23E-12	7.77E-12	1.77E-11	]	6.25E-09	[	9.54E-99	2.10E-62	6.01E-16	6.25E-09	]	1.00E+00
4.08E+01	5.71E-09	8.59E-31	[	5.67E-83	5.46E-61	3.25E-38	8.59E-31	]	2.36E-11	[	7.31E-106	3.11E-68	6.76E-29	4.28E-24	3.07E-16	1.37E-13	1.06E-12	6.77E-12	1.56E-11	]	5.69E-09	[	3.58E-99	1.01E-62	4.95E-16	5.69E-09	]	1.00E+00
4.09E+01	5.20E-09	5.80E-31	[	2.34E-83	2.67E-61	2.00E-38	5.80E-31	]	2.07E-11	[	2.65E-106	1.41E-68	4.59E-29	3.10E-24	2.49E-16	1.16E-13	9.09E-13	5.91E-12	1.37E-11	]	5.17E-09	[	1.34E-99	4.82E-63	4.07E-16	5.17E-09	]	1.00E+00
4.10E+01	4.73E-09	3.91E-31	[	9.67E-84	1.30E-61	1.23E-38	3.91E-31	]	1.81E-11	[	9.60E-107	6.39E-69	3.11E-29	2.24E-24	2.02E-16	9.77E-14	7.82E-13	5.15E-12	1.21E-11	]	4.71E-09	[	5.04E-100	2.31E-63	3.34E-16	4.71E-09	]	1.00E+00
4.11E+01	4.30E-09	2.63E-31	[	3.99E-84	6.33E-62	7.58E-39	2.63E-31	]	1.59E-11	[	3.48E-107	2.89E-69	2.11E-29	1.62E-24	1.64E-16	8.26E-14	6.72E-13	4.48E-12	1.06E-11	]	4.28E-09	[	1.89E-100	1.10E-63	2.75E-16	4.28E-09	]	1.00E+00
4.13E+01	3.91E-09	1.77E-31	[	1.64E-84	3.08E-62	4.66E-39	1.77E-31	]	1.39E-11	[	1.26E-107	1.30E-69	1.43E-29	1.17E-24	1.33E-16	6.98E-14	5.77E-13	3.90E-12	9.33E-12	]	3.89E-09	[	7.06E-101	5.25E-64	2.25E-16	3.89E-09	]	1.00E+00
4.14E+01	3.55E-09	1.19E-31	[	6.76E-85	1.50E-62	2.86E-39	1.19E-31	]	1.21E-11	[	4.55E-108	5.88E-70	9.64E-30	8.42E-25	1.07E-16	5.89E-14	4.95E-13	3.40E-12	8.19E-12	]	3.54E-09	[	2.64E-101	2.50E-64	1.85E-16	3.54E-09	]	1.00E+00
4.15E+01	3.23E-09	8.00E-32	[	2.78E-85	7.27E-63	1.75E-39	8.00E-32	]	1.06E-11	[	1.64E-108	2.65E-70	6.51E-30	6.06E-25	8.68E-17	4.97E-14	4.25E-13	2.96E-12	7.19E-12	]	3.22E-09	[	9.86E-102	1.19E-64	1.51E-16	3.22E-09	]	1.00E+00
4.16E+01	2.93E-09	5.37E-32	[	1.14E-85	3.52E-63	1.07E-39	5.37E-32	]	9.28E-12	[	5.93E-109	1.19E-70	4.39E-30	4.36E-25	7.02E-17	4.19E-14	3.65E-13	2.57E-12	6.31E-12	]	2.92E-09	[	3.68E-102	5.65E-65	1.24E-16	2.92E-09	]	1.00E+00
4.17E+01	2.66E-09	3.60E-32	[	4.69E-86	1.71E-63	6.55E-40	3.60E-32	]	8.11E-12	[	2.14E-109	5.35E-71	2.96E-30	3.13E-25	5.66E-17	3.53E-14	3.12E-13	2.23E-12	5.53E-12	]	2.65E-09	[	1.37E-102	2.68E-65	1.01E-16	2.65E-09	]	1.00E+00
4.18E+01	2.42E-09	2.41E-32	[	1.92E-86	8.26E-64	4.00E-40	2.41E-32	]	7.08E-12	[	7.71E-110	2.40E-71	1.99E-30	2.25E-25	4.57E-17	2.97E-14	2.68E-13	1.94E-12	4.85E-12	]	2.41E-09	[	5.11E-103	1.27E-65	8.29E-17	2.41E-09	]	1.00E+00
4.19E+01	2.19E-09	1.61E-32	[	7.87E-87	3.99E-64	2.44E-40	1.61E-32	]	6.18E-12	[	2.78E-110	1.07E-71	1.33E-30	1.61E-25	3.68E-17	2.50E-14	2.29E-13	1.68E-12	4.25E-12	]	2.19E-09	[	1.90E-103	6.00E-66	6.77E-17	2.19E-09	]	1.00E+00
4.21E+01	1.99E-09	1.07E-32	[	3.22E-87	1.92E-64	1.49E-40	1.07E-32	]	5.40E-12	[	9.99E-111	4.81E-72	8.96E-31	1.16E-25	2.97E-17	2.10E-14	1.96E-13	1.46E-12	3.72E-12	]	1.98E-09	[	7.08E-104	2.83E-66	5.52E-17	1.98E-09	]	1.00E+00
4.22E+01	1.80E-09	7.17E-33	[	1.32E-87	9.27E-65	9.05E-41	7.17E-33	]	4.71E-12	[	3.59E-111	2.15E-72	6.00E-31	8.26E-26	2.39E-17	1.77E-14	1.68E-13	1.27E-12	3.25E-12	]	1.80E-09	[	2.63E-104	1.34E-66	4.50E-17	1.80E-09	]	1.00E+00
4.23E+01	1.64E-09	4.78E-33	[	5.38E-88	4.46E-65	5.50E-41	4.78E-33	]	4.10E-12	[	1.29E-111	9.58E-73	4.02E-31	5.90E-26	1.92E-17	1.49E-14	1.43E-13	1.10E-12	2.85E-12	]	1.63E-09	[	9.76E-105	6.29E-67	3.67E-17	1.63E-09	]	1.00E+00
4.24E+01	1.48E-09	3.18E-33	[	2.19E-88	2.15E-65	3.34E-41	3.18E-33	]	3.58E-12	[	4.63E-112	4.27E-73	2.68E-31	4.21E-26	1.54E-17	1.25E-14	1.23E-13	9.52E-13	2.49E-12	]	1.48E-09	[	3.62E-105	2.96E-67	2.99E-17	1.48E-09	]	1.00E+00
4.25E+01	1.34E-09	2.12E-33	[	8.94E-89	1.03E-65	2.03E-41	2.12E-33	]	3.12E-12	[	1.66E-112	1.90E-73	1.79E-31	3.00E-26	1.24E-17	1.05E-14	1.05E-13	8.25E-13	2.18E-12	]	1.34E-09	[	1.34E-105	1.39E-67	2.43E-17	1.34E-09	]	1.00E+00
4.26E+01	1.22E-09	1.41E-33	[	3.64E-89	4.94E-66	1.23E-41	1.41E-33	]	2.71E-12	[	5.95E-113	8.45E-74	1.19E-31	2.14E-26	9.94E-18	8.77E-15	8.93E-14	7.14E-13	1.90E-12	]	1.21E-09	[	4.96E-106	6.52E-68	1.98E-17	1.21E-09	]	1.00E+00
4.27E+01	1.10E-09	9.34E-34	[	1.48E-89	2.37E-66	7.43E-42	9.34E-34	]	2.36E-12	[	2.13E-113	3.75E-74	7.95E-32	1.52E-26	7.96E-18	7.35E-15	7.62E-14	6.18E-13	1.66E-12	]	1.10E-09	[	1.83E-106	3.05E-68	1.61E-17	1.10E-09	]	1.00E+00
4.28E+01	9.99E-10	6.19E-34	[	6.02E-90	1.13E-66	4.49E-42	6.19E-34	]	2.06E-12	[	7.61E-114	1.66E-74	5.28E-32	1.08E-26	6.38E-18	6.16E-15	6.49E-14	5.34E-13	1.45E-12	]	9.97E-10	[	6.77E-107	1.43E-68	1.30E-17	9.97E-10	]	1.00E+00
4.30E+01	9.04E-10	4.10E-34	[	2.44E-90	5.42E-67	2.71E-42	4.10E-34	]	1.79E-12	[	2.72E-114	7.36E-75	3.51E-32	7.67E-27	5.10E-18	5.15E-15	5.53E-14	4.62E-13	1.27E-12	]	9.02E-10	[	2.50E-107	6.67E-69	1.06E-17	9.02E-10	]	1.00E+00
4.31E+01	8.18E-10	2.72E-34	[	9.92E-91	2.59E-67	1.64E-42	2.72E-34	]	1.55E-12	[	9.72E-115	3.25E-75	2.33E-32	5.43E-27	4.08E-18	4.31E-15	4.71E-14	3.99E-13	1.10E-12	]	8.16E-10	[	9.22E-108	3.11E-69	8.56E-18	8.16E-10	]	1.00E+00
4.32E+01	7.40E-10	1.80E-34	[	4.02E-91	1.23E-67	9.86E-43	1.80E-34	]	1.35E-12	[	3.47E-115	1.44E-75	1.54E-32	3.84E-27	3.26E-18	3.60E-15	4.01E-14	3.45E-13	9.62E-13	]	7.39E-10	[	3.40E-108	1.45E-69	6.93E-18	7.39E-10	]	1.00E+00
4.33E+01	6.69E-10	1.19E-34	[	1.63E-91	5.87E-68	5.93E-43	1.19E-34	]	1.17E-12	[	1.24E-115	6.33E-76	1.02E-32	2.72E-27	2.60E-18	3.01E-15	3.41E-14	2.97E-13	8.38E-13	]	6.68E-10	[	1.25E-108	6.73E-70	5.60E-18	6.68E-10	]	1.00E+00
4.34E+01	6.05E-10	7.82E-35	[	6.58E-92	2.79E-68	3.57E-43	7.82E-35	]	1.02E-12	[	4.40E-116	2.79E-76	6.73E-33	1.92E-27	2.07E-18	2.51E-15	2.90E-14	2.57E-13	7.30E-13	]	6.04E-10	[	4.59E-109	3.13E-70	4.53E-18	6.04E-10	]	1.00E+00
4.35E+01	5.47E-10	5.16E-35	[	2.66E-92	1.33E-68	2.14E-43	5.16E-35	]	8.83E-13	[	1.57E-116	1.23E-76	4.44E-33	1.35E-27	1.65E-18	2.09E-15	2.46E-14	2.21E-13	6.35E-13	]	5.46E-10	[	1.69E-109	1.45E-70	3.65E-18	5.46E-10	]	1.00E+00
4.36E+01	4.94E-10	3.40E-35	[	1.07E-92	6.29E-69	1.28E-43	3.40E-35	]	7.66E-13	[	5.56E-117	5.38E-77	2.92E-33	9.53E-28	1.31E-18	1.74E-15	2.09E-14	1.91E-13	5.53E-13	]	4.93E-10	[	6.19E-110	6.71E-71	2.95E-18	4.93E-10	]	1.00E+00
4.38E+01	4.46E-10	2.23E-35	[	4.32E-93	2.98E-69	7.70E-44	2.23E-35	]	6.64E-13	[	1.98E-117	2.36E-77	1.92E-33	6.70E-28	1.04E-18	1.45E-15	1.77E-14	1.64E-13	4.81E-13	]	4.46E-10	[	2.27E-110	3.10E-71	2.37E-18	4.46E-10	]	1.00E+00
4.39E+01	4.03E-10	1.47E-35	[	1.74E-93	1.41E-69	4.61E-44	1.47E-35	]	5.76E-13	[	7.01E-118	1.03E-77	1.26E-33	4.70E-28	8.28E-19	1.21E-15	1.50E-14	1.41E-13	4.18E-13	]	4.03E-10	[	8.30E-111	1.43E-71	1.91E-18	4.03E-10	]	1.00E+00
4.40E+01	3.64E-10	9.63E-36	[	6.99E-94	6.67E-70	2.75E-44	9.63E-36	]	4.99E-13	[	2.48E-118	4.51E-78	8.28E-34	3.30E-28	6.56E-19	1.00E-15	1.28E-14	1.22E-13	3.63E-13	]	3.63E-10	[	3.04E-111	6.60E-72	1.54E-18	3.63E-10	]	1.00E+00
4.41E+01	3.28E-10	6.32E-36	[	2.81E-94	3.15E-70	1.64E-44	6.32E-36	]	4.32E-13	[	8.80E-119	1.97E-78	5.42E-34	2.31E-28	5.20E-19	8.34E-16	1.08E-14	1.05E-13	3.15E-13	]	3.28E-10	[	1.11E-111	3.04E-72	1.23E-18	3.28E-10	]	1.00E+00
4.42E+01	2.96E-10	4.14E-36	[	1.13E-94	1.48E-70	9.81E-45	4.14E-36	]	3.74E-13	[	3.11E-119	8.59E-79	3.54E-34	1.62E-28	4.12E-19	6.92E-16	9.14E-15	9.00E-14	2.74E-13	]	2.96E-10	[	4.05E-112	1.40E-72	9.90E-19	2.96E-10	]	1.00E+00
4.43E+01	2.67E-10	2.71E-36	[	4.51E-95	6.98E-71	5.84E-45	2.71E-36	]	3.23E-13	[	1.10E-119	3.74E-79	2.31E-34	1.13E-28	3.25E-19	5.74E-16	7.73E-15	7.74E-14	2.38E-13	]	2.67E-10	[	1.48E-112	6.41E-73	7.94E-19	2.67E-10	]	1.00E+00
4.44E+01	2.41E-10	1.77E-36	[	1.81E-95	3.28E-71	3.48E-45	1.77E-36	]	2.80E-13	[	3.88E-120	1.63E-79	1.51E-34	7.88E-29	2.57E-19	4.76E-16	6.53E-15	6.65E-14	2.06E-13	]	2.41E-10	[	5.38E-113	2.94E-73	6.36E-19	2.41E-10	]	1.00E+00
4.45E+01	2.17E-10	1.16E-36	[	7.22E-96	1.54E-71	2.07E-45	1.16E-36	]	2.42E-13	[	1.37E-120	7.05E-80	9.82E-35	5.49E-29	2.03E-19	3.94E-16	5.52E-15	5.70E-14	1.79E-13	]	2.17E-10	[	1.96E-113	1.34E-73	5.08E-19	2.17E-10	]	1.00E+00
4.47E+01	1.96E-10	7.54E-37	[	2.88E-96	7.22E-72	1.23E-45	7.54E-37	]	2.09E-13	[	4.82E-121	3.06E-80	6.38E-35	3.82E-29	1.60E-19	3.26E-16	4.65E-15	4.89E-14	1.55E-13	]	1.95E-10	[	7.11E-114	6.14E-74	4.06E-19	1.95E-10	]	1.00E+00
4.48E+01	1.76E-10	4.92E-37	[	1.15E-96	3.38E-72	7.28E-46	4.92E-37	]	1.80E-13	[	1.70E-121	1.32E-80	4.14E-35	2.65E-29	1.26E-19	2.69E-16	3.92E-15	4.20E-14	1.34E-13	]	1.76E-10	[	2.58E-114	2.80E-74	3.24E-19	1.76E-10	]	1.00E+00
4.49E+01	1.59E-10	3.20E-37	[	4.58E-97	1.58E-72	4.31E-46	3.20E-37	]	1.56E-13	[	5.97E-122	5.71E-81	2.68E-35	1.84E-29	9.87E-20	2.22E-16	3.31E-15	3.60E-14	1.16E-13	]	1.58E-10	[	9.36E-115	1.27E-74	2.59E-19	1.58E-10	]	1.00E+00
4.50E+01	1.43E-10	2.08E-37	[	1.82E-97	7.37E-73	2.55E-46	2.08E-37	]	1.34E-13	[	2.10E-122	2.46E-81	1.74E-35	1.27E-29	7.75E-20	1.83E-16	2.78E-15	3.08E-14	1.00E-13	]	1.43E-10	[	3.39E-115	5.79E-75	2.06E-19	1.43E-10	]	1.00E+00
4.51E+01	1.28E-10	1.35E-37	[	7.23E-98	3.43E-73	1.51E-46	1.35E-37	]	1.16E-13	[	7.35E-123	1.06E-81	1.12E-35	8.80E-30	6.07E-20	1.51E-16	2.34E-15	2.64E-14	8.69E-14	]	1.28E-10	[	1.23E-115	2.63E-75	1.64E-19	1.28E-10	]	1.00E+00
